EmployeeID,EffectiveFrom,EffectiveTo,Event,DepartmentID,Gender,JobLevelID,Status
E0130,2020-10-12,2020-12-16,Promotion,D008,M,JL4,Active
E0130,2020-12-17,2021-03-02,JobLevelChange,D008,M,JL2,Active
E0130,2021-03-03,2022-05-30,DepartmentChange,D002,M,JL2,Active
E0130,2022-05-31,9999-12-31,Promotion,D002,M,JL3,Active
E0131,2025-04-02,2025-07-17,Hire,D002,F,JL5,Active
E0131,2025-07-18,9999-12-31,DepartmentChange,D002,F,JL5,Active
E0132,2025-06-08,2025-09-21,Hire,D006,M,JL6,Active
E0132,2025-09-22,2025-09-22,Termination: Involuntary,D006,M,JL6,Inactive
E0133,2025-05-13,9999-12-31,Hire,D007,F,JL1,Active
E0134,2019-07-04,2019-09-12,Hire,D008,F,JL2,Active
E0134,2019-09-13,9999-12-31,DepartmentChange,D007,F,JL2,Active
E0135,2024-06-04,2025-10-20,Hire,D001,F,JL4,Active
E0135,2025-10-21,9999-12-31,Promotion,D001,F,JL5,Active
E0136,2023-12-23,2024-09-02,Hire,D004,F,JL4,Active
E0136,2024-09-03,2025-02-13,Promotion,D004,F,JL5,Active
E0136,2025-02-14,2025-11-06,Promotion,D004,F,JL6,Active
E0136,2025-11-07,9999-12-31,Promotion,D004,F,JL6,Active
E0137,2020-06-03,2021-01-31,Hire,D004,M,JL2,Active
E0137,2021-02-01,2022-05-14,Promotion,D004,M,JL3,Active
E0137,2022-05-15,2022-10-04,JobLevelChange,D004,M,JL5,Active
E0137,2022-10-05,2023-10-25,Promotion,D004,M,JL6,Active
E0137,2023-10-26,2025-02-19,JobLevelChange,D004,M,JL4,Active
E0137,2025-02-20,2025-11-01,JobLevelChange,D004,M,JL1,Active
E0137,2025-11-02,2025-11-02,Termination: Retirement,D004,M,JL1,Inactive
E0138,2025-10-13,2025-12-14,Hire,D005,F,JL2,Active
E0138,2025-12-15,2025-12-15,Termination: Involuntary,D005,F,JL2,Inactive
E0139,2022-09-03,2023-04-24,Hire,D005,M,JL3,Active
E0139,2023-04-25,9999-12-31,Promotion,D005,M,JL4,Active
E0140,2022-08-27,2023-11-11,Hire,D001,F,JL6,Active
E0140,2023-11-12,2023-12-22,Promotion,D001,F,JL6,Active
E0140,2023-12-23,2024-08-03,JobLevelChange,D001,F,JL2,Active
E0140,2024-08-04,2024-08-05,JobLevelChange,D001,F,JL6,Active
E0140,2024-08-06,2024-08-06,Termination: Involuntary,D001,F,JL6,Inactive
E0141,2019-07-06,2021-02-11,Hire,D006,M,JL1,Active
E0141,2021-02-12,2021-07-13,JobLevelChange,D006,M,JL6,Active
E0141,2021-07-14,2022-07-11,DepartmentChange,D008,M,JL6,Active
E0141,2022-07-12,2022-08-13,Promotion,D008,M,JL6,Active
E0141,2022-08-14,9999-12-31,DepartmentChange,D008,M,JL6,Active
E0142,2025-09-01,2025-10-30,Hire,D008,F,JL6,Active
E0142,2025-10-31,2025-10-31,Termination: Involuntary,D008,F,JL6,Inactive
E0143,2024-03-22,2025-01-25,Hire,D006,M,JL3,Active
E0143,2025-01-26,9999-12-31,Promotion,D006,M,JL4,Active
E0144,2021-11-05,2023-02-13,Hire,D003,F,JL3,Active
E0144,2023-02-14,2024-02-14,Promotion,D003,F,JL4,Active
E0144,2024-02-15,2024-03-12,JobLevelChange,D003,F,JL1,Active
E0144,2024-03-13,2024-03-13,Termination: Voluntary,D003,F,JL1,Inactive
E0145,2022-07-15,2023-02-10,Hire,D003,M,JL1,Active
E0145,2023-02-11,2024-06-13,Promotion,D003,M,JL2,Active
E0145,2024-06-14,2025-02-19,Promotion,D003,M,JL3,Active
E0145,2025-02-20,9999-12-31,JobLevelChange,D003,M,JL5,Active
E0146,2024-09-24,9999-12-31,Hire,D009,M,JL5,Active
E0147,2025-04-27,9999-12-31,Hire,D006,F,JL2,Active
E0148,2025-10-20,2025-11-10,Hire,D001,M,JL5,Active
E0148,2025-11-11,2025-11-11,Termination: Voluntary,D001,M,JL5,Inactive
E0149,2021-03-07,2022-03-09,Hire,D003,F,JL5,Active
E0149,2022-03-10,2022-05-27,Promotion,D003,F,JL6,Active
E0149,2022-05-28,2023-06-01,DepartmentChange,D004,F,JL6,Active
E0149,2023-06-02,9999-12-31,JobLevelChange,D004,F,JL3,Active
E0150,2025-05-18,2025-06-17,Hire,D007,F,JL2,Active
E0150,2025-06-18,2025-08-25,Promotion,D007,F,JL3,Active
E0150,2025-08-26,2025-08-26,Termination: Involuntary,D007,F,JL3,Inactive
E0151,2025-02-03,9999-12-31,Hire,D002,F,JL3,Active
E0152,2021-10-14,2022-12-22,Hire,D005,M,JL6,Active
E0152,2022-12-23,2023-12-14,DepartmentChange,D010,M,JL6,Active
E0152,2023-12-15,9999-12-31,JobLevelChange,D010,M,JL5,Active
E0153,2020-08-07,2020-08-08,Hire,D006,F,JL5,Active
E0153,2020-08-09,2020-12-22,JobLevelChange,D006,F,JL1,Active
E0153,2020-12-23,2021-02-01,JobLevelChange,D006,F,JL3,Active
E0153,2021-02-02,2021-02-02,JobLevelChange,D006,F,JL5,Active
E0153,2021-02-03,2021-04-04,DepartmentChange,D003,F,JL5,Active
E0153,2021-04-05,2021-04-05,Termination: Retirement,D003,F,JL5,Inactive
E0154,2024-07-03,2025-07-19,Hire,D006,F,JL3,Active
E0154,2025-07-20,9999-12-31,Promotion,D006,F,JL4,Active
E0155,2025-07-30,9999-12-31,Hire,D005,M,JL5,Active
E0156,2024-10-28,2025-11-02,Hire,D009,F,JL4,Active
E0156,2025-11-03,9999-12-31,Promotion,D009,F,JL5,Active
E0157,2019-11-24,9999-12-31,Hire,D007,M,JL2,Active
E0158,2021-08-24,2022-09-03,Hire,D001,F,JL1,Active
E0158,2022-09-04,2022-12-10,JobLevelChange,D001,F,JL4,Active
E0158,2022-12-11,2023-03-03,JobLevelChange,D001,F,JL5,Active
E0158,2023-03-04,2023-06-23,JobLevelChange,D001,F,JL4,Active
E0158,2023-06-24,9999-12-31,Promotion,D001,F,JL5,Active
E0159,2022-08-30,9999-12-31,Hire,D007,F,JL1,Active
E0160,2024-02-24,2025-05-24,Hire,D002,F,JL6,Active
E0160,2025-05-25,9999-12-31,DepartmentChange,D008,F,JL6,Active
E0161,2025-03-08,9999-12-31,Hire,D007,M,JL4,Active
E0162,2025-09-23,9999-12-31,Hire,D001,F,JL5,Active
E0163,2023-03-17,2023-06-19,Hire,D003,M,JL6,Active
E0163,2023-06-20,2024-01-12,DepartmentChange,D004,M,JL6,Active
E0163,2024-01-13,2024-07-05,Promotion,D004,M,JL6,Active
E0163,2024-07-06,2025-04-03,DepartmentChange,D009,M,JL6,Active
E0163,2025-04-04,9999-12-31,Promotion,D009,M,JL6,Active
E0164,2022-12-04,2024-02-14,Hire,D009,M,JL3,Active
E0164,2024-02-15,9999-12-31,JobLevelChange,D009,M,JL4,Active
E0165,2025-04-03,2025-09-28,Hire,D009,M,JL3,Active
E0165,2025-09-29,2025-09-29,Termination: Voluntary,D009,M,JL3,Inactive
E0166,2021-04-24,2021-11-24,Hire,D006,F,JL2,Active
E0166,2021-11-25,9999-12-31,Promotion,D006,F,JL3,Active
E0167,2025-09-15,9999-12-31,Hire,D001,M,JL3,Active
E0168,2019-05-22,9999-12-31,Hire,D006,M,JL4,Active
E0169,2019-02-28,2020-05-26,Hire,D001,F,JL2,Active
E0169,2020-05-27,2021-08-21,Promotion,D001,F,JL3,Active
E0169,2021-08-22,9999-12-31,DepartmentChange,D001,F,JL3,Active
E0170,2024-01-15,2024-08-14,Hire,D007,M,JL4,Active
E0170,2024-08-15,2025-11-29,JobLevelChange,D007,M,JL4,Active
E0170,2025-11-30,9999-12-31,JobLevelChange,D007,M,JL6,Active
E0171,2019-07-12,2021-01-30,Hire,D009,F,JL3,Active
E0171,2021-01-31,2022-08-16,DepartmentChange,D009,F,JL3,Active
E0171,2022-08-17,2023-02-28,DepartmentChange,D008,F,JL3,Active
E0171,2023-03-01,9999-12-31,DepartmentChange,D005,F,JL3,Active
E0172,2022-02-14,2022-06-22,Hire,D008,M,JL5,Active
E0172,2022-06-23,2022-06-23,Termination: Retirement,D008,M,JL5,Inactive
E0173,2019-01-15,2021-02-06,Hire,D005,M,JL6,Active
E0173,2021-02-07,2021-02-07,Termination: Retirement,D005,M,JL6,Inactive
E0174,2025-07-19,2025-09-18,Hire,D009,F,JL1,Active
E0174,2025-09-19,2025-09-19,Termination: Voluntary,D009,F,JL1,Inactive
E0175,2019-09-06,2020-09-01,Hire,D010,M,JL5,Active
E0175,2020-09-02,2021-05-15,Promotion,D010,M,JL6,Active
E0175,2021-05-16,2022-12-11,JobLevelChange,D010,M,JL5,Active
E0175,2022-12-12,9999-12-31,DepartmentChange,D003,M,JL5,Active
E0176,2020-08-19,2020-11-04,Hire,D006,F,JL5,Active
E0176,2020-11-05,2022-03-21,Promotion,D006,F,JL6,Active
E0176,2022-03-22,9999-12-31,DepartmentChange,D008,F,JL6,Active
E0177,2019-02-07,2019-07-02,Hire,D005,F,JL4,Active
E0177,2019-07-03,2020-11-06,DepartmentChange,D008,F,JL4,Active
E0177,2020-11-07,2021-11-11,Promotion,D008,F,JL5,Active
E0177,2021-11-12,2023-01-07,DepartmentChange,D010,F,JL5,Active
E0177,2023-01-08,9999-12-31,Promotion,D010,F,JL6,Active
E0178,2022-11-02,2024-03-14,Hire,D008,F,JL6,Active
E0178,2024-03-15,2025-09-12,Promotion,D008,F,JL6,Active
E0178,2025-09-13,9999-12-31,JobLevelChange,D008,F,JL1,Active
E0179,2022-11-01,2022-11-10,Hire,D002,F,JL4,Active
E0179,2022-11-11,2022-11-19,DepartmentChange,D007,F,JL4,Active
E0179,2022-11-20,2022-11-24,JobLevelChange,D007,F,JL2,Active
E0179,2022-11-25,2022-11-25,Termination: Retirement,D007,F,JL2,Inactive
E0180,2020-07-04,9999-12-31,Hire,D007,F,JL5,Active
E0181,2023-03-21,9999-12-31,Hire,D006,F,JL1,Active
E0182,2022-10-27,9999-12-31,Hire,D004,F,JL2,Active
E0183,2019-01-26,2019-08-13,Hire,D005,M,JL5,Active
E0183,2019-08-14,2021-02-27,JobLevelChange,D005,M,JL2,Active
E0183,2021-02-28,2021-10-29,DepartmentChange,D006,M,JL2,Active
E0183,2021-10-30,2022-07-23,Promotion,D006,M,JL3,Active
E0183,2022-07-24,9999-12-31,JobLevelChange,D006,M,JL3,Active
E0184,2022-01-04,2022-04-23,Hire,D008,F,JL4,Active
E0184,2022-04-24,2022-05-18,Promotion,D008,F,JL5,Active
E0184,2022-05-19,2022-05-19,Termination: Retirement,D008,F,JL5,Inactive
E0185,2023-03-20,2024-06-13,Hire,D002,M,JL4,Active
E0185,2024-06-14,2024-11-16,Promotion,D002,M,JL5,Active
E0185,2024-11-17,2025-10-13,Promotion,D002,M,JL6,Active
E0185,2025-10-14,9999-12-31,DepartmentChange,D005,M,JL6,Active
E0186,2024-07-15,2025-02-22,Hire,D009,F,JL5,Active
E0186,2025-02-23,9999-12-31,Promotion,D009,F,JL6,Active
E0187,2024-03-26,9999-12-31,Hire,D003,M,JL5,Active
E0188,2019-03-06,2020-10-12,Hire,D004,M,JL5,Active
E0188,2020-10-13,2022-02-18,Promotion,D004,M,JL6,Active
E0188,2022-02-19,2022-11-19,JobLevelChange,D004,M,JL5,Active
E0188,2022-11-20,9999-12-31,JobLevelChange,D004,M,JL2,Active
E0189,2025-10-20,9999-12-31,Hire,D002,F,JL5,Active
E0190,2022-07-26,2023-05-30,Hire,D007,M,JL4,Active
E0190,2023-05-31,2024-08-16,Promotion,D007,M,JL5,Active
E0190,2024-08-17,2025-07-03,DepartmentChange,D009,M,JL5,Active
E0190,2025-07-04,9999-12-31,DepartmentChange,D004,M,JL5,Active
E0191,2025-11-28,9999-12-31,Hire,D005,M,JL1,Active
E0192,2022-04-29,2022-10-13,Hire,D009,M,JL6,Active
E0192,2022-10-14,9999-12-31,Promotion,D009,M,JL6,Active
E0193,2019-11-09,2020-10-15,Hire,D009,F,JL4,Active
E0193,2020-10-16,2022-05-14,DepartmentChange,D005,F,JL4,Active
E0193,2022-05-15,2023-03-21,Promotion,D005,F,JL5,Active
E0193,2023-03-22,2024-06-23,DepartmentChange,D006,F,JL5,Active
E0193,2024-06-24,2024-12-08,JobLevelChange,D006,F,JL5,Active
E0193,2024-12-09,9999-12-31,JobLevelChange,D006,F,JL4,Active
E0194,2025-05-30,9999-12-31,Hire,D010,M,JL3,Active
E0195,2021-08-13,2021-10-16,Hire,D008,F,JL5,Active
E0195,2021-10-17,2022-02-03,Promotion,D008,F,JL6,Active
E0195,2022-02-04,2022-08-26,JobLevelChange,D008,F,JL1,Active
E0195,2022-08-27,2023-11-21,JobLevelChange,D008,F,JL6,Active
E0195,2023-11-22,2025-06-05,Promotion,D008,F,JL6,Active
E0195,2025-06-06,9999-12-31,DepartmentChange,D009,F,JL6,Active
E0196,2022-10-04,2023-12-15,Hire,D007,M,JL6,Active
E0196,2023-12-16,2024-11-07,Promotion,D007,M,JL6,Active
E0196,2024-11-08,2025-08-30,DepartmentChange,D003,M,JL6,Active
E0196,2025-08-31,9999-12-31,Promotion,D003,M,JL6,Active
E0197,2019-07-11,2020-06-07,Hire,D003,M,JL4,Active
E0197,2020-06-08,2021-08-12,Promotion,D003,M,JL5,Active
E0197,2021-08-13,2021-10-21,Promotion,D003,M,JL6,Active
E0197,2021-10-22,9999-12-31,JobLevelChange,D003,M,JL2,Active
E0198,2019-02-10,2019-05-20,Hire,D001,F,JL3,Active
E0198,2019-05-21,2020-02-21,JobLevelChange,D001,F,JL6,Active
E0198,2020-02-22,2020-11-24,Promotion,D001,F,JL6,Active
E0198,2020-11-25,2021-09-27,JobLevelChange,D001,F,JL5,Active
E0198,2021-09-28,2022-10-16,DepartmentChange,D010,F,JL5,Active
E0198,2022-10-17,2024-02-24,Promotion,D010,F,JL6,Active
E0198,2024-02-25,2024-02-25,Termination: Retirement,D010,F,JL6,Inactive
E0199,2024-02-14,2024-11-27,Hire,D006,M,JL4,Active
E0199,2024-11-28,9999-12-31,Promotion,D006,M,JL5,Active
E0200,2020-06-28,2020-08-08,Hire,D004,F,JL6,Active
E0200,2020-08-09,2021-04-02,JobLevelChange,D004,F,JL4,Active
E0200,2021-04-03,2022-03-15,Promotion,D004,F,JL5,Active
E0200,2022-03-16,2022-05-19,JobLevelChange,D004,F,JL3,Active
E0200,2022-05-20,9999-12-31,DepartmentChange,D001,F,JL3,Active
E0201,2019-10-25,2020-09-02,Hire,D002,F,JL2,Active
E0201,2020-09-03,2022-03-21,JobLevelChange,D002,F,JL4,Active
E0201,2022-03-22,2022-06-02,JobLevelChange,D002,F,JL6,Active
E0201,2022-06-03,2023-03-19,JobLevelChange,D002,F,JL5,Active
E0201,2023-03-20,2023-11-28,JobLevelChange,D002,F,JL2,Active
E0201,2023-11-29,9999-12-31,DepartmentChange,D009,F,JL2,Active
E0202,2019-11-12,2021-03-23,Hire,D006,M,JL2,Active
E0202,2021-03-24,2021-12-19,JobLevelChange,D006,M,JL2,Active
E0202,2021-12-20,2023-08-04,JobLevelChange,D006,M,JL3,Active
E0202,2023-08-05,2024-09-12,DepartmentChange,D010,M,JL3,Active
E0202,2024-09-13,2024-09-13,Termination: Retirement,D010,M,JL3,Inactive
E0203,2020-09-22,9999-12-31,Hire,D010,M,JL5,Active
E0204,2021-11-10,2023-05-19,Hire,D003,F,JL3,Active
E0204,2023-05-20,9999-12-31,Promotion,D003,F,JL4,Active
E0205,2021-02-05,9999-12-31,Hire,D007,M,JL6,Active
E0206,2022-11-08,2024-01-15,Hire,D005,F,JL2,Active
E0206,2024-01-16,2025-03-21,DepartmentChange,D001,F,JL2,Active
E0206,2025-03-22,9999-12-31,Promotion,D001,F,JL3,Active
E0207,2022-10-29,2022-11-02,Hire,D007,M,JL1,Active
E0207,2022-11-03,2023-06-30,DepartmentChange,D009,M,JL1,Active
E0207,2023-07-01,2023-07-27,DepartmentChange,D004,M,JL1,Active
E0207,2023-07-28,2023-08-07,Promotion,D004,M,JL2,Active
E0207,2023-08-08,2023-08-08,Termination: Retirement,D004,M,JL2,Inactive
E0208,2020-03-27,2021-02-18,Hire,D004,F,JL5,Active
E0208,2021-02-19,2021-10-19,JobLevelChange,D004,F,JL6,Active
E0208,2021-10-20,9999-12-31,DepartmentChange,D001,F,JL6,Active
E0209,2024-01-09,2025-04-27,Hire,D010,M,JL5,Active
E0209,2025-04-28,9999-12-31,Promotion,D010,M,JL6,Active
E0210,2022-04-20,2023-08-23,Hire,D003,M,JL2,Active
E0210,2023-08-24,9999-12-31,Promotion,D003,M,JL3,Active
E0211,2022-01-11,2022-09-30,Hire,D008,M,JL5,Active
E0211,2022-10-01,2022-11-11,Promotion,D008,M,JL6,Active
E0211,2022-11-12,2023-10-07,DepartmentChange,D007,M,JL6,Active
E0211,2023-10-08,2023-12-09,DepartmentChange,D004,M,JL6,Active
E0211,2023-12-10,9999-12-31,JobLevelChange,D004,M,JL3,Active
E0212,2023-05-07,2023-08-13,Hire,D010,M,JL1,Active
E0212,2023-08-14,2024-11-10,Promotion,D010,M,JL2,Active
E0212,2024-11-11,2025-06-19,DepartmentChange,D005,M,JL2,Active
E0212,2025-06-20,9999-12-31,JobLevelChange,D005,M,JL4,Active
E0213,2025-02-18,2025-11-01,Hire,D008,F,JL3,Active
E0213,2025-11-02,2025-11-02,Termination: Involuntary,D008,F,JL3,Inactive
E0214,2023-10-27,2024-04-19,Hire,D006,F,JL4,Active
E0214,2024-04-20,2025-08-19,Promotion,D006,F,JL5,Active
E0214,2025-08-20,2025-08-20,Termination: Voluntary,D006,F,JL5,Inactive
E0215,2021-12-23,2022-02-18,Hire,D001,M,JL1,Active
E0215,2022-02-19,2022-10-31,DepartmentChange,D008,M,JL1,Active
E0215,2022-11-01,2023-05-20,Promotion,D008,M,JL2,Active
E0215,2023-05-21,9999-12-31,Promotion,D008,M,JL3,Active
E0216,2023-04-07,2023-06-21,Hire,D003,F,JL5,Active
E0216,2023-06-22,2023-07-07,DepartmentChange,D005,F,JL5,Active
E0216,2023-07-08,2023-07-12,DepartmentChange,D003,F,JL5,Active
E0216,2023-07-13,2023-07-13,Termination: Voluntary,D003,F,JL5,Inactive
E0217,2020-11-02,2022-03-26,Hire,D007,F,JL1,Active
E0217,2022-03-27,2022-10-30,JobLevelChange,D007,F,JL6,Active
E0217,2022-10-31,2023-11-12,Promotion,D007,F,JL6,Active
E0217,2023-11-13,9999-12-31,Promotion,D007,F,JL6,Active
E0218,2020-09-28,2021-06-05,Hire,D009,F,JL6,Active
E0218,2021-06-06,2022-01-05,JobLevelChange,D009,F,JL1,Active
E0218,2022-01-06,2022-07-05,DepartmentChange,D008,F,JL1,Active
E0218,2022-07-06,2023-12-15,JobLevelChange,D008,F,JL2,Active
E0218,2023-12-16,2024-02-08,DepartmentChange,D007,F,JL2,Active
E0218,2024-02-09,9999-12-31,DepartmentChange,D007,F,JL2,Active
E0219,2022-11-11,2025-07-26,Hire,D008,M,JL6,Active
E0219,2025-07-27,2025-07-27,Termination: Involuntary,D008,M,JL6,Inactive
E0220,2025-06-24,2025-09-12,Hire,D010,F,JL6,Active
E0220,2025-09-13,9999-12-31,JobLevelChange,D010,F,JL3,Active
E0221,2021-05-30,2021-08-28,Hire,D001,F,JL3,Active
E0221,2021-08-29,2023-02-15,DepartmentChange,D009,F,JL3,Active
E0221,2023-02-16,2023-04-11,JobLevelChange,D009,F,JL4,Active
E0221,2023-04-12,2024-02-04,JobLevelChange,D009,F,JL3,Active
E0221,2024-02-05,2024-07-03,DepartmentChange,D003,F,JL3,Active
E0221,2024-07-04,9999-12-31,Promotion,D003,F,JL4,Active
E0222,2022-01-26,9999-12-31,Hire,D007,F,JL4,Active
E0223,2021-08-10,2023-02-28,Hire,D004,M,JL1,Active
E0223,2023-03-01,2024-03-30,DepartmentChange,D009,M,JL1,Active
E0223,2024-03-31,2024-09-16,Promotion,D009,M,JL2,Active
E0223,2024-09-17,2024-12-11,Promotion,D009,M,JL3,Active
E0223,2024-12-12,2025-08-02,JobLevelChange,D009,M,JL3,Active
E0223,2025-08-03,9999-12-31,DepartmentChange,D005,M,JL3,Active
E0224,2024-03-24,2024-06-24,Hire,D004,F,JL4,Active
E0224,2024-06-25,2024-06-25,Termination: Voluntary,D004,F,JL4,Inactive
E0225,2019-07-14,2021-02-16,Hire,D001,M,JL1,Active
E0225,2021-02-17,9999-12-31,Promotion,D001,M,JL2,Active
E0226,2019-01-19,2020-03-27,Hire,D007,F,JL4,Active
E0226,2020-03-28,2020-06-28,JobLevelChange,D007,F,JL1,Active
E0226,2020-06-29,2020-12-05,DepartmentChange,D002,F,JL1,Active
E0226,2020-12-06,2020-12-06,Termination: Involuntary,D002,F,JL1,Inactive
E0227,2023-05-20,9999-12-31,Hire,D005,M,JL2,Active
E0228,2025-07-31,2025-09-02,Hire,D009,F,JL1,Active
E0228,2025-09-03,9999-12-31,Promotion,D009,F,JL2,Active
E0229,2024-05-17,2024-12-15,Hire,D009,M,JL3,Active
E0229,2024-12-16,9999-12-31,Promotion,D009,M,JL4,Active
E0230,2024-12-19,9999-12-31,Hire,D002,F,JL1,Active
E0231,2025-05-03,9999-12-31,Hire,D002,M,JL5,Active
E0232,2023-08-19,2024-04-10,Hire,D003,M,JL2,Active
E0232,2024-04-11,2024-08-27,DepartmentChange,D009,M,JL2,Active
E0232,2024-08-28,2025-01-22,JobLevelChange,D009,M,JL6,Active
E0232,2025-01-23,2025-06-08,DepartmentChange,D002,M,JL6,Active
E0232,2025-06-09,9999-12-31,Promotion,D002,M,JL6,Active
E0233,2025-12-26,9999-12-31,Hire,D008,F,JL4,Active
E0234,2019-06-30,2020-12-03,Hire,D006,M,JL2,Active
E0234,2020-12-04,2022-05-14,DepartmentChange,D003,M,JL2,Active
E0234,2022-05-15,2022-09-30,Promotion,D003,M,JL3,Active
E0234,2022-10-01,2022-12-09,Promotion,D003,M,JL4,Active
E0234,2022-12-10,2023-10-07,Promotion,D003,M,JL5,Active
E0234,2023-10-08,9999-12-31,Promotion,D003,M,JL6,Active
E0235,2019-06-30,2020-07-23,Hire,D008,M,JL2,Active
E0235,2020-07-24,2021-03-15,JobLevelChange,D008,M,JL3,Active
E0235,2021-03-16,9999-12-31,DepartmentChange,D002,M,JL3,Active
E0236,2023-03-06,9999-12-31,Hire,D005,M,JL2,Active
E0237,2020-02-04,9999-12-31,Hire,D007,F,JL6,Active
E0238,2023-04-21,2024-09-21,Hire,D010,F,JL4,Active
E0238,2024-09-22,9999-12-31,JobLevelChange,D010,F,JL6,Active
E0239,2019-05-24,2019-05-31,Hire,D006,M,JL2,Active
E0239,2019-06-01,2019-06-10,JobLevelChange,D006,M,JL5,Active
E0239,2019-06-11,2019-06-13,JobLevelChange,D006,M,JL2,Active
E0239,2019-06-14,2019-07-26,DepartmentChange,D007,M,JL2,Active
E0239,2019-07-27,2019-08-21,Promotion,D007,M,JL3,Active
E0239,2019-08-22,2019-08-23,Promotion,D007,M,JL4,Active
E0239,2019-08-24,2019-08-24,Termination: Involuntary,D007,M,JL4,Inactive
E0240,2025-09-03,9999-12-31,Hire,D009,M,JL2,Active
E0241,2020-06-02,2021-09-13,Hire,D008,F,JL4,Active
E0241,2021-09-14,2022-04-15,DepartmentChange,D007,F,JL4,Active
E0241,2022-04-16,2023-04-06,JobLevelChange,D007,F,JL2,Active
E0241,2023-04-07,2023-12-16,DepartmentChange,D002,F,JL2,Active
E0241,2023-12-17,9999-12-31,JobLevelChange,D002,F,JL4,Active
E0242,2022-12-06,2023-05-30,Hire,D005,M,JL5,Active
E0242,2023-05-31,2023-05-31,Termination: Retirement,D005,M,JL5,Inactive
E0243,2024-11-01,2025-01-19,Hire,D004,F,JL1,Active
E0243,2025-01-20,9999-12-31,JobLevelChange,D004,F,JL6,Active
E0244,2022-06-23,2023-07-07,Hire,D007,F,JL2,Active
E0244,2023-07-08,2024-03-09,Promotion,D007,F,JL3,Active
E0244,2024-03-10,2025-03-26,JobLevelChange,D007,F,JL2,Active
E0244,2025-03-27,2025-10-23,Promotion,D007,F,JL3,Active
E0244,2025-10-24,9999-12-31,DepartmentChange,D003,F,JL3,Active
E0245,2021-02-28,2022-02-18,Hire,D003,M,JL3,Active
E0245,2022-02-19,9999-12-31,JobLevelChange,D003,M,JL3,Active
E0246,2019-02-13,2019-12-08,Hire,D002,M,JL5,Active
E0246,2019-12-09,9999-12-31,Promotion,D002,M,JL6,Active
E0247,2023-04-12,9999-12-31,Hire,D002,M,JL4,Active
E0248,2023-09-02,2024-03-04,Hire,D008,M,JL6,Active
E0248,2024-03-05,2025-05-07,JobLevelChange,D008,M,JL3,Active
E0248,2025-05-08,2025-11-01,JobLevelChange,D008,M,JL4,Active
E0248,2025-11-02,9999-12-31,Promotion,D008,M,JL5,Active
E0249,2022-04-05,2023-07-02,Hire,D001,M,JL2,Active
E0249,2023-07-03,2024-10-31,Promotion,D001,M,JL3,Active
E0249,2024-11-01,2025-04-11,DepartmentChange,D010,M,JL3,Active
E0249,2025-04-12,9999-12-31,DepartmentChange,D006,M,JL3,Active
E0250,2024-09-30,2025-10-30,Hire,D002,F,JL3,Active
E0250,2025-10-31,9999-12-31,DepartmentChange,D010,F,JL3,Active
E0251,2024-07-02,2024-09-18,Hire,D001,F,JL6,Active
E0251,2024-09-19,2024-09-24,Promotion,D001,F,JL6,Active
E0251,2024-09-25,2024-10-02,DepartmentChange,D008,F,JL6,Active
E0251,2024-10-03,2024-10-22,DepartmentChange,D010,F,JL6,Active
E0251,2024-10-23,2024-10-23,Termination: Retirement,D010,F,JL6,Inactive
E0252,2021-03-13,2022-04-17,Hire,D002,F,JL2,Active
E0252,2022-04-18,2023-10-12,DepartmentChange,D008,F,JL2,Active
E0252,2023-10-13,9999-12-31,DepartmentChange,D010,F,JL2,Active
E0253,2023-02-06,2024-07-22,Hire,D009,M,JL1,Active
E0253,2024-07-23,2025-11-22,DepartmentChange,D005,M,JL1,Active
E0253,2025-11-23,2025-12-06,DepartmentChange,D003,M,JL1,Active
E0253,2025-12-07,2025-12-07,Termination: Involuntary,D003,M,JL1,Inactive
E0254,2024-05-28,2024-07-09,Hire,D001,M,JL4,Active
E0254,2024-07-10,9999-12-31,DepartmentChange,D009,M,JL4,Active
E0255,2021-10-16,2021-12-24,Hire,D005,M,JL2,Active
E0255,2021-12-25,2022-03-28,JobLevelChange,D005,M,JL5,Active
E0255,2022-03-29,2022-06-24,JobLevelChange,D005,M,JL5,Active
E0255,2022-06-25,2022-07-27,Promotion,D005,M,JL6,Active
E0255,2022-07-28,2022-10-04,JobLevelChange,D005,M,JL2,Active
E0255,2022-10-05,9999-12-31,DepartmentChange,D008,M,JL2,Active
E0256,2022-02-28,2023-01-07,Hire,D001,M,JL5,Active
E0256,2023-01-08,2024-02-22,Promotion,D001,M,JL6,Active
E0256,2024-02-23,9999-12-31,Promotion,D001,M,JL6,Active
E0257,2022-01-29,2023-06-08,Hire,D002,M,JL2,Active
E0257,2023-06-09,9999-12-31,Promotion,D002,M,JL3,Active
E0258,2022-01-25,2022-03-06,Hire,D007,F,JL5,Active
E0258,2022-03-07,2023-09-07,DepartmentChange,D001,F,JL5,Active
E0258,2023-09-08,2024-04-23,DepartmentChange,D008,F,JL5,Active
E0258,2024-04-24,2025-03-19,DepartmentChange,D009,F,JL5,Active
E0258,2025-03-20,9999-12-31,Promotion,D009,F,JL6,Active
E0259,2020-03-05,2021-04-04,Hire,D003,F,JL6,Active
E0259,2021-04-05,2021-09-17,JobLevelChange,D003,F,JL5,Active
E0259,2021-09-18,2022-07-11,JobLevelChange,D003,F,JL1,Active
E0259,2022-07-12,2024-03-02,DepartmentChange,D001,F,JL1,Active
